2018.Asia,>,1660.AsiaOther,deduced
2018.Asia,>,1660.ChinaOther,deduced
2018.Asia,>,1660.Formosa,deduced
2018.Asia,>,1660.JapanIslands,deduced
2018.Asia,>,1660.JapanOther,deduced
2018.Asia,>,1660.MainlandChina,deduced
2018.Asia,>,1660.TaiwanOther,deduced
2018.AsiaOther,!,1660.EdoPeriod,deduced
2018.AsiaOther,!,1660.KingdomOfTungning,deduced
2018.AsiaOther,!,1660.QingDynasty,deduced
2018.ChinaOther,!,1660.MainlandChina,deduced
2018.Japan,!,1660.AsiaOther,deduced
2018.Japan,>,1660.JapanIslands,deduced
2018.Japan,>,1660.JapanOther,deduced
2018.JapanIslands,!,1660.JapanOther,deduced
2018.JapanOther,!,1660.JapanIslands,deduced
2018.MainlandChina,!,1660.ChinaOther,deduced
2018.PRChina,!,1660.AsiaOther,deduced
2018.PRChina,>,1660.ChinaOther,deduced
2018.PRChina,>,1660.MainlandChina,deduced
2018.ROChina,!,1660.AsiaOther,deduced
2018.ROChina,>,1660.Formosa,deduced
2018.ROChina,>,1660.TaiwanOther,deduced
2018.Taiwan,!,1660.TaiwanOther,deduced
2018.TaiwanOther,!,1660.Formosa,deduced
2018.Asia,=,1660.Asia,inferred
2018.Asia,>,1660.EdoPeriod,inferred
2018.Asia,>,1660.KingdomOfTungning,inferred
2018.Asia,>,1660.QingDynasty,inferred
2018.AsiaOther,<,1660.Asia,inferred
2018.AsiaOther,!,1660.ChinaOther,inferred
2018.AsiaOther,!,1660.Formosa,inferred
2018.AsiaOther,!,1660.JapanIslands,inferred
2018.AsiaOther,!,1660.JapanOther,inferred
2018.AsiaOther,!,1660.MainlandChina,inferred
2018.AsiaOther,!,1660.TaiwanOther,inferred
2018.ChinaOther,<,1660.Asia,inferred
2018.ChinaOther,!,1660.AsiaOther,inferred
2018.ChinaOther,!,1660.EdoPeriod,inferred
2018.ChinaOther,!,1660.Formosa,inferred
2018.ChinaOther,!,1660.JapanIslands,inferred
2018.ChinaOther,!,1660.JapanOther,inferred
2018.ChinaOther,!,1660.KingdomOfTungning,inferred
2018.ChinaOther,<,1660.QingDynasty,inferred
2018.ChinaOther,!,1660.TaiwanOther,inferred
2018.Japan,<,1660.Asia,inferred
2018.Japan,!,1660.ChinaOther,inferred
2018.Japan,=,1660.EdoPeriod,inferred
2018.Japan,!,1660.Formosa,inferred
2018.Japan,!,1660.KingdomOfTungning,inferred
2018.Japan,!,1660.MainlandChina,inferred
2018.Japan,!,1660.QingDynasty,inferred
2018.Japan,!,1660.TaiwanOther,inferred
2018.JapanIslands,<,1660.Asia,inferred
2018.JapanIslands,!,1660.AsiaOther,inferred
2018.JapanIslands,!,1660.ChinaOther,inferred
2018.JapanIslands,<,1660.EdoPeriod,inferred
2018.JapanIslands,!,1660.Formosa,inferred
2018.JapanIslands,!,1660.KingdomOfTungning,inferred
2018.JapanIslands,!,1660.MainlandChina,inferred
2018.JapanIslands,!,1660.QingDynasty,inferred
2018.JapanIslands,!,1660.TaiwanOther,inferred
2018.JapanOther,<,1660.Asia,inferred
2018.JapanOther,!,1660.AsiaOther,inferred
2018.JapanOther,!,1660.ChinaOther,inferred
2018.JapanOther,<,1660.EdoPeriod,inferred
2018.JapanOther,!,1660.Formosa,inferred
2018.JapanOther,!,1660.KingdomOfTungning,inferred
2018.JapanOther,!,1660.MainlandChina,inferred
2018.JapanOther,!,1660.QingDynasty,inferred
2018.JapanOther,!,1660.TaiwanOther,inferred
2018.MainlandChina,<,1660.Asia,inferred
2018.MainlandChina,!,1660.AsiaOther,inferred
2018.MainlandChina,!,1660.EdoPeriod,inferred
2018.MainlandChina,!,1660.Formosa,inferred
2018.MainlandChina,!,1660.JapanIslands,inferred
2018.MainlandChina,!,1660.JapanOther,inferred
2018.MainlandChina,!,1660.KingdomOfTungning,inferred
2018.MainlandChina,<,1660.QingDynasty,inferred
2018.MainlandChina,!,1660.TaiwanOther,inferred
2018.PRChina,<,1660.Asia,inferred
2018.PRChina,!,1660.EdoPeriod,inferred
2018.PRChina,!,1660.Formosa,inferred
2018.PRChina,!,1660.JapanIslands,inferred
2018.PRChina,!,1660.JapanOther,inferred
2018.PRChina,!,1660.KingdomOfTungning,inferred
2018.PRChina,=,1660.QingDynasty,inferred
2018.PRChina,!,1660.TaiwanOther,inferred
2018.ROChina,<,1660.Asia,inferred
2018.ROChina,!,1660.ChinaOther,inferred
2018.ROChina,!,1660.EdoPeriod,inferred
2018.ROChina,!,1660.JapanIslands,inferred
2018.ROChina,!,1660.JapanOther,inferred
2018.ROChina,=,1660.KingdomOfTungning,inferred
2018.ROChina,!,1660.MainlandChina,inferred
2018.ROChina,!,1660.QingDynasty,inferred
2018.Taiwan,<,1660.Asia,inferred
2018.Taiwan,!,1660.AsiaOther,inferred
2018.Taiwan,!,1660.ChinaOther,inferred
2018.Taiwan,!,1660.EdoPeriod,inferred
2018.Taiwan,!,1660.JapanIslands,inferred
2018.Taiwan,!,1660.JapanOther,inferred
2018.Taiwan,<,1660.KingdomOfTungning,inferred
2018.Taiwan,!,1660.MainlandChina,inferred
2018.Taiwan,!,1660.QingDynasty,inferred
2018.TaiwanOther,<,1660.Asia,inferred
2018.TaiwanOther,!,1660.AsiaOther,inferred
2018.TaiwanOther,!,1660.ChinaOther,inferred
2018.TaiwanOther,!,1660.EdoPeriod,inferred
2018.TaiwanOther,!,1660.JapanIslands,inferred
2018.TaiwanOther,!,1660.JapanOther,inferred
2018.TaiwanOther,<,1660.KingdomOfTungning,inferred
2018.TaiwanOther,!,1660.MainlandChina,inferred
2018.TaiwanOther,!,1660.QingDynasty,inferred
2018.AsiaOther,=,1660.AsiaOther,input
2018.ChinaOther,=,1660.ChinaOther,input
2018.JapanIslands,=,1660.JapanIslands,input
2018.JapanOther,=,1660.JapanOther,input
2018.MainlandChina,=,1660.MainlandChina,input
2018.Taiwan,=,1660.Formosa,input
2018.TaiwanOther,=,1660.TaiwanOther,input
